id,sinif,mezmun_xetti,standart_kodu,standart_metni,alt_standart_kodu,alt_standart_metni,yaradilma_tarixi,pisa_seviyyesi,pirls_kateqoriya,bloom_seviyyesi,kod
338,9,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,9-4.2.5,Vasitəsiz nitqin vasitəli nitqə çevrilməsi yollarının müəyyənləşdirilməsi.,2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_IX_4.2.5
339,9,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,9-4.2.6,Tabeli mürəkkəb cümlənin sadə cümləyə çevrilməsi yollarının müəyyən edilməsi.,2026-03-17 19:59:43.623487,5,şərh etmə,tətbiq etmək,Az_dili_IX_4.2.6
340,9,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,9-4.3.1,Vasitəsiz nitqdə və dialoqlarda durğu işarələrindən istifadə edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_4.3.1
341,9,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,9-4.3.2,"Həmcins cümlə üzvləri və ümumiləşdirici sözü, cümlə üzvü və onun əlavəsi arasında durğu işarələrindən yerində istifadə edir.",2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_4.3.2
342,9,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,9-4.4.1,Sözün morfoloji tərkibindən çıxış edərək mənasını müəyyənləşdirir və lüğətin köməyi ilə etimoloji mənasını müəyyən edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_IX_4.4.1
343,9,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,9-4.4.2,Mətndə rast gəlinən arxaizm və dialektizmlərin olmayan sözləri kontekstə görə izah edir.,2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_IX_4.4.2
344,9,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,9-4.4.3,Sözün leksikoqrafik qaydalara uyğun izahını verir və kontekstdə işlədir.,2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_IX_4.4.3
345,9,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,9-4.4.4,Bədii mətndəki sadə üslubi fiqurları müəyyən edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_IX_4.4.4
346,9,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,9-1.1.1,Dinlədiyi mətndən götürdüyü qeydləri qrafik vasitələrlə görsəlləşdirir.,2026-03-17 19:59:43.623487,4,inteqrasiya,tətbiq etmək,Az_dili_IX_1.1.1
347,9,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,9-1.1.2,Dinlədiyi məlumatları başqa mənbələrdən aldığı məlumatlarla müqayisə edir.,2026-03-17 19:59:43.623487,4,inteqrasiya,təhlil etmək,Az_dili_IX_1.1.2
348,9,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,9-1.1.3,Şəxsi bilikləri və əldə etdiyi başqa məlumatlardan çıxış edərək dinlədiyi fikirlərə münasibət bildirir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,qiymətləndirmək,Az_dili_IX_1.1.3
349,9,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,9-1.2.1,Müzakirə və ya debatın gedişi ilə bağlı şərtlərə əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_IX_1.2.1
350,9,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,9-1.2.2,Dinlənilən fikrə münasibətini əsaslandırmaq üçün rasional və emosional arqumentlər gətirir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,qiymətləndirmək,Az_dili_IX_1.2.2
351,9,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,9-1.3.1,"Həyatda gördüyü və ya təxəyyülünə uyğun hadisə, varlıq haqqında fikir və təəssüratlarını rabitəli şəkildə ifadə edir.",2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_IX_1.3.1
352,9,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,9-1.3.2,Təqdimat zamanı fikirlərin məntiqi ardıcıllıqla ifadə edilməsi.,2026-03-17 19:59:43.623487,4,inteqrasiya,tətbiq etmək,Az_dili_IX_1.3.2
353,9,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,9-1.4.1,Şifahi nitqində orfoepiya normalarına riayət edir və zəngin söz ehtiyatı nümayiş etdirir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_1.4.1
354,9,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,9-1.4.2,"Nitqində səs tonu, jest və mimikalar vasitəsilə emosiyalarını nümayiş etdirir.",2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_IX_1.4.2
355,9,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,9-2.1.1,Mətnin və onun struktur elementlərinin ehtiva etdiyi məlumatları müəyyənləşdirir.,2026-03-17 19:59:43.623487,4,məlumat alma,təhlil etmək,Az_dili_IX_2.1.1
356,9,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,9-2.1.2,"Kontekstdən çıxış edərək söz və ifadələrin (frazemlərin, atalar sözlərinin) mənasını müəyyən edir.",2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_IX_2.1.2
357,9,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,9-2.2.1,Mətndə hadisələr (faktlar) arasında uyğunluğu (uyğunsuzluğu) müəyyənləşdirməklə əsaslandırır.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_IX_2.2.1
358,9,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,9-2.2.2,Mətndəki məlumatlardan çıxış edərək sətiraltı fikir və informasiyanı əsaslandırır.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_IX_2.2.2
359,9,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,9-2.3.1,Mətnin ideyasının açılmasında xarakterlərin və bədii detalların rolunu izah edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_IX_2.3.1
360,9,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,9-2.3.2,Mətndə arqument-lər ardıcıllığının fikrin əsaslandırılmasında rolunu izah edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_IX_2.3.2
361,9,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,9-2.3.3,Mətn strukturunun formalaşmasında müəllifin tətbiq etdiyi üsulları təhlil edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_IX_2.3.3
362,9,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,9-2.3.4,Mətni dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_IX_2.3.4
363,9,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,9-2.3.5,Eyni mövzuda olan müxtəlif tipli mətnləri müqayisəli təhlil edir.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,qiymətləndirmək,Az_dili_IX_2.3.5
364,9,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,9-2.3.6,Mətndəki dəyərlərə və müəllif yanaşmasına öz münasibətini bildirir.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,qiymətləndirmək,Az_dili_IX_2.3.6
365,9,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,9-3.1.1,Mətni strukturlaşdırarkən onun forma və məzmun xüsusiyyətlərini nəzərə alır.,2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_IX_3.1.1
366,9,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,9-3.1.2,Yazısında ədəbi dilin normalarına riayət edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_3.1.2
367,9,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,9-3.2.1,Araşdırmaları əsasında qeyri-xronoloji informativ mətnlər yazır.,2026-03-17 19:59:43.623487,4,inteqrasiya,yaratmaq,Az_dili_IX_3.2.1
368,9,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,9-3.2.2,"Fikir, arqument və faktlar arasında məntiqi əlaqəni gözləməklə arqumentativ mətnlər yazır.",2026-03-17 19:59:43.623487,5,qiymətləndirmə,yaratmaq,Az_dili_IX_3.2.2
369,9,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,9-3.2.3,Sadə formalı işgüzar sənədlər tərtib edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_IX_3.2.3
370,9,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,9-3.2.4,"Əldə etdiyi məlumatları tezislər, açar sözlər şəklində ifadə etməklə təqdimat materialı hazırlayır.",2026-03-17 19:59:43.623487,4,inteqrasiya,yaratmaq,Az_dili_IX_3.2.4
371,10,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,10-4.1.1,Alınma sözlərin yazılışını mənbə dildəki tələffüzü ilə müqayisə edir və orfoqrafik normalara uyğun yazır.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.1.1
372,10,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,10-4.1.2,Mürəkkəb adların böyük hərflə yazılışı qaydalarına riayət edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_X_4.1.2
373,10,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,10-4.1.3,Yazılı və şifahi nitqdə morfonoloji qaydalara əməl edir.,2026-03-17 19:59:43.623487,5,birbaşa anlama,tətbiq etmək,Az_dili_X_4.1.3
374,10,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,10-4.1.4,"Mürəkkəb və tərkibi sözlərin bitişik, ayrı və defislə yazılışı qaydalarına əməl edir.",2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_X_4.1.4
375,10,Dil qaydaları,4.2,Qrammatika: Sözlərin qrammatik formasını və tərkibindəki morfemlərin semantik funksiyasını izah edir.,10-4.2.1,Kontekstdən çıxış edərək sözlərin qrammatik formasını və tərkibindəki morfemlərin semantik funksiyasını izah edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.2.1
376,10,Dil qaydaları,4.2,Qrammatika: Sözlərin qrammatik formasını və tərkibindəki morfemlərin semantik funksiyasını izah edir.,10-4.2.2,Müxtəlif konstruksiyalı söz birləşmələrini fərqləndirir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.2.2
377,10,Dil qaydaları,4.2,Qrammatika: Sözlərin qrammatik formasını və tərkibindəki morfemlərin semantik funksiyasını izah edir.,10-4.2.3,Həmcins cümlə üzvlərinə xas cəhətlərin müəyyənləşdirilməsi.,2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_X_4.2.3
378,10,Dil qaydaları,4.2,Qrammatika: Sözlərin qrammatik formasını və tərkibindəki morfemlərin semantik funksiyasını izah edir.,10-4.2.4,"Cümlə üzvləri və ümumiləşdirici sözü, cümlə üzvü və onun əlavəsini müəyyən edir.",2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.2.4
379,10,Dil qaydaları,4.2,Qrammatika: Sözlərin qrammatik formasını və tərkibindəki morfemlərin semantik funksiyasını izah edir.,10-4.2.5,Əlavə cümlənin semantik funksiyasını müəyyən edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.2.5
380,10,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,10-4.3.1,Əlavə cümlələrdə durğu işarələrindən istifadə edir.,2026-03-17 19:59:43.623487,5,birbaşa anlama,tətbiq etmək,Az_dili_X_4.3.1
381,10,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,10-4.3.2,"Vergül, mötərizə, dırnaq işarələrinin işlənmə məqamlarını müəyyən edir.",2026-03-17 19:59:43.623487,5,şərh etmə,anlamaq,Az_dili_X_4.3.2
382,10,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,10-4.4.1,Sözün morfoloji tərkibindən çıxış edərək mənasını müəyyənləşdirir və etimoloji mənası ilə müqayisə edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.4.1
383,10,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,10-4.4.2,Konkret varlıq bildirən isimlərin və əlamət bildirən sifətlərin izahını verir və lüğətdəki izahla müqayisə edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.4.2
384,10,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,10-4.4.3,Nitqdə qeyri-fəal leksikaya aid söz və ifadələrin nümunələrinin fərqləndirilməsi.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_4.4.3
385,10,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,10-1.1.1,Dinlədiyi mətndən götürdüyü qeydləri qrafik vasitələrlə görsəlləşdirir.,2026-03-17 19:59:43.623487,4,inteqrasiya,tətbiq etmək,Az_dili_X_1.1.1
386,10,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,10-1.1.2,Dinlədiyi məlumatları şəxsi bilikləri və əldə etdiyi başqa məlumatlarla müqayisə edir.,2026-03-17 19:59:43.623487,5,inteqrasiya,təhlil etmək,Az_dili_X_1.1.2
387,10,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,10-1.2.1,Müzakirə zamanı səslənən fikirləri münasibət ifadə etmək üçün arqument və əks-arqumentlər gətirir.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,qiymətləndirmək,Az_dili_X_1.2.1
388,10,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,10-1.3.1,Müəyyən mövzuda mətni dinlədikdən və ya oxuduqdan sonra əlavə biliklərinə uyğun yeni məlumatlarla genişləndirir.,2026-03-17 19:59:43.623487,5,inteqrasiya,yaratmaq,Az_dili_X_1.3.1
389,10,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,10-1.3.2,Problemlə bağlı təqdimat edərkən fikirlərini gətirilməsi və həlli yollarını göstərir.,2026-03-17 19:59:43.623487,5,inteqrasiya,yaratmaq,Az_dili_X_1.3.2
390,10,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,10-1.4.1,"Şifahi nitqində fonetik, leksik normalara əməl edir.",2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_X_1.4.1
391,10,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,10-1.4.2,Nitq prosesində danışığı ilə ifadə tərzi uyğunlaşdırır.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_X_1.4.2
392,10,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,10-2.1.1,Mətnin annotasiyasını yazmaqla məzmunu anladığını nümayiş etdirir.,2026-03-17 19:59:43.623487,5,inteqrasiya,yaratmaq,Az_dili_X_2.1.1
419,11,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,11-1.1.1,Dinlədiyi mətnin məzmununu görsəlləşdirmək məqsədi ilə uyğun qrafik vasitə seçir və tətbiq edir.,2026-03-17 19:59:43.623487,5,inteqrasiya,yaratmaq,Az_dili_XI_1.1.1
393,10,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,10-2.1.2,"Kontekstdən çıxış edərək söz və ifadələrin (frazemlərin, atalar sözlərinin, termin və alınma sözlərinin) mənasını müəyyən edir.",2026-03-17 19:59:43.623487,5,şərh etmə,anlamaq,Az_dili_X_2.1.2
394,10,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,10-2.2.1,Mətndə fikirlərin irəli sürdüyü fikrə uyğun faktların müəyyən edilməsi.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_2.2.1
395,10,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,10-2.2.2,Açıq ifadə olunmayan məlumatı müəyyənləşdirmək üçün faktlardan istifadə edilməsi.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_2.2.2
396,10,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,10-2.3.1,Mətndə ideyanın açılmasına xidmət edən məqamları müəyyən edərək əlaqələndirir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_2.3.1
397,10,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,10-2.3.2,Mətndəki fikrə münasibətini mətndən seçdiyi faktlarla və əldə etdiyi məlumatlarla əsaslandırır.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,qiymətləndirmək,Az_dili_X_2.3.2
398,10,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,10-2.3.3,"Mətnin müxtəlif hissələri arasında əlaqələrin onun ümumi strukturuna, mətndə ifadə olunan fikrə təsirinin rolunu izah edir.",2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_2.3.3
399,10,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,10-2.3.4,Mətni dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_X_2.3.4
400,10,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,10-2.3.5,Oxuduğu mətndəki məlumatları digər mənbələrlə müqayisə edir.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,qiymətləndirmək,Az_dili_X_2.3.5
401,10,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,10-2.3.6,Mətnin məzmununa və müəllif yanaşmasına yaradıcı münasibət nümayiş etdirir.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,yaratmaq,Az_dili_X_2.3.6
402,10,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,10-3.1.1,Mətn yazarkən struktur elementlərinin funksiyalarını nəzərə alır.,2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_X_3.1.1
403,10,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,10-3.1.2,Yazısında ədəbi dilin normalarına riayət edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_X_3.1.2
404,10,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,10-3.2.1,Məlumatları yazıda əks etdirərkən informativ və izahedici mətnlərin xüsusiyyətlərini nəzərə alır.,2026-03-17 19:59:43.623487,5,şərh etmə,tətbiq etmək,Az_dili_X_3.2.1
405,10,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,10-3.2.2,Mövzu ilə bağlı araşdırdığı mənbələrə tənqidi münasibət ifadə etməklə arqumentativ və izahedici mətnlər yazır.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,yaratmaq,Az_dili_X_3.2.2
406,10,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,10-3.2.3,Sadə formalı işgüzar sənədlər tərtib edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_X_3.2.3
407,10,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,10-3.2.4,Əldə etdiyi məlumatlara öz mövqeyini ifadə etməklə təqdimat materialı hazırlayır.,2026-03-17 19:59:43.623487,5,inteqrasiya,yaratmaq,Az_dili_X_3.2.4
408,11,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,11-4.1.1,Nitqində fonetik qanunauyğunluqlardan çıxış edərək sözlərin deyilişi ilə tələffüzü arasındakı fərqin izah edilməsi.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_4.1.1
409,11,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,11-4.1.2,Alınma morfemlə işlənən bir sıra adların böyük hərflə yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,5,birbaşa anlama,tətbiq etmək,Az_dili_XI_4.1.2
410,11,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,11-4.1.3,Qrammatik omonimlik təşkil edən söz morfemlərin bitişik və ayrı yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,5,şərh etmə,tətbiq etmək,Az_dili_XI_4.1.3
411,11,Dil qaydaları,4.2,Qrammatika: Dildə sintaktik fiqurları və iltisaqilik hadisəsini izah edir.,11-4.2.1,Dildə iltisaqilik hadisəsini izah edir.,2026-03-17 19:59:43.623487,6,şərh etmə,təhlil etmək,Az_dili_XI_4.2.1
412,11,Dil qaydaları,4.2,Qrammatika: Dildə sintaktik fiqurları və iltisaqilik hadisəsini izah edir.,11-4.2.2,Nitqin ekspressivliyinə xidmət edən sintaktik fiqurları müəyyən edir.,2026-03-17 19:59:43.623487,6,şərh etmə,təhlil etmək,Az_dili_XI_4.2.2
413,11,Dil qaydaları,4.2,Qrammatika: Dildə sintaktik fiqurları və iltisaqilik hadisəsini izah edir.,11-4.2.3,Fikrin dəqiq və anlaşıqlı ifadə olunması üçün uyğun sintaktik konstruksiyadan istifadə edir.,2026-03-17 19:59:43.623487,5,birbaşa anlama,yaratmaq,Az_dili_XI_4.2.3
414,11,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,11-4.3.1,"Qoşa nöqtə, nöqtəli vergül və tire işarələrinin işlənmə məqamlarını fərqləndirir.",2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_4.3.1
415,11,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,11-4.3.2,Yanışı gələn sual və nida işarələrinin ardıcıllığına riayət edir.,2026-03-17 19:59:43.623487,5,birbaşa anlama,tətbiq etmək,Az_dili_XI_4.3.2
416,11,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,11-4.4.1,Söz tərkibindəki morfemlərin semantik mənasından çıxış edərək sözün mənasını müəyyənləşdirir və müxtəlif mənbələr vasitəsilə dəqiqləşdirir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_4.4.1
417,11,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,11-4.4.2,Leksik kateqoriyaları fərqləndirir.,2026-03-17 19:59:43.623487,6,şərh etmə,təhlil etmək,Az_dili_XI_4.4.2
418,11,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,11-4.4.3,Söz və ifadələrin üslubi xüsusiyyətlərini izah edir.,2026-03-17 19:59:43.623487,6,şərh etmə,təhlil etmək,Az_dili_XI_4.4.3
421,11,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,11-1.2.1,Polemikalarda problemə baxış bucaqlarından birini seçir və onu əsaslandırmaq üçün arqument və əks-arqumentlərdən istifadə edir.,2026-03-17 19:59:43.623487,6,qiymətləndirmə,qiymətləndirmək,Az_dili_XI_1.2.1
